ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
6.76,209.36,138.22,7.56,334.62,499.07,19.34,81.1,3.96,0
7.08,213.65,282.67,3.63,333.78,483.8,15.74,78.81,4.31,0
7.27,98.45,364.9,7.14,423.19,502.88,7.36,76.29,4.95,0
8.22,116.06,224.66,5.0,333.78,408.36,6.73,90.99,4.25,0
6.98,164.13,176.25,6.48,372.75,492.7,11.67,48.71,3.97,0
6.38,235.95,189.83,8.29,333.78,511.49,16.18,77.84,3.3,0
6.65,191.84,151.76,5.66,333.78,471.05,15.44,56.53,3.83,0
5.9,205.91,303.79,9.45,312.28,512.34,6.31,55.07,3.86,0
7.26,189.08,213.91,6.58,356.62,390.29,14.39,81.08,4.38,0
5.58,223.37,145.53,9.69,234.61,252.97,12.25,59.52,4.29,0
5.47,197.03,128.83,9.26,347.42,355.18,12.76,67.16,3.72,0
6.09,216.74,125.59,9.3,317.98,409.43,10.75,30.97,2.94,0
8.21,145.8,179.81,6.58,359.39,420.39,15.86,100.71,3.74,0
7.67,123.34,338.44,5.22,390.75,462.97,18.7,82.9,3.93,0
6.79,209.13,201.49,5.8,288.36,291.3,12.33,57.3,3.08,0
6.01,226.87,202.8,8.17,225.52,275.99,9.65,52.64,4.03,0
7.08,204.38,329.51,6.0,324.51,339.64,4.47,71.19,4.91,0
6.34,214.07,146.2,6.58,316.0,370.8,12.22,83.67,3.79,0
7.47,223.26,199.33,5.77,317.71,590.33,13.56,89.45,3.88,0
7.08,214.19,216.71,8.27,333.78,473.42,15.71,73.17,4.25,0
7.38,237.92,168.63,7.1,306.18,478.65,13.25,92.86,5.03,0
10.07,144.61,397.16,4.5,390.91,415.05,17.66,66.4,3.78,0
5.92,274.26,69.68,10.07,247.65,321.24,12.09,39.45,2.59,0
7.08,171.7,389.71,8.37,385.95,397.44,17.2,73.65,2.64,0
6.12,151.69,150.92,6.61,382.32,388.14,16.62,69.17,4.21,0
7.08,137.25,205.94,3.96,393.68,520.41,19.25,50.03,3.3,0
7.88,250.9,157.41,8.08,333.78,391.26,16.54,59.25,3.91,0
6.02,178.22,189.66,10.21,333.78,400.57,12.84,60.87,4.66,0
7.08,193.17,208.94,7.33,359.43,417.42,16.79,38.11,3.82,0
7.08,166.7,148.07,6.8,269.71,536.34,13.84,77.55,3.43,0
6.59,166.97,302.1,9.51,340.25,430.08,23.23,72.8,4.28,0
6.34,157.05,210.8,7.28,318.85,351.02,14.02,64.41,4.58,0
6.63,238.32,128.29,7.35,331.3,451.73,19.64,73.2,4.36,0
5.4,197.92,99.69,7.88,333.78,503.9,17.41,77.38,3.56,0
7.46,221.34,254.81,6.93,333.78,438.62,13.09,58.08,2.41,0
6.71,148.25,209.22,4.63,333.78,400.34,18.33,40.5,1.69,0
8.05,239.14,285.45,5.1,333.78,574.4,17.78,56.35,3.52,0
5.37,238.29,162.63,7.51,255.54,393.53,12.47,27.1,3.18,0
6.92,252.35,110.86,9.99,285.74,368.63,17.12,43.67,3.28,0
7.03,184.48,316.6,5.23,333.78,559.0,14.39,56.29,2.93,0
7.97,173.75,268.49,6.06,337.94,347.75,13.76,75.54,3.2,0
8.03,222.63,181.35,8.75,314.47,452.97,12.07,78.55,3.34,0
7.61,213.69,175.98,8.13,333.78,384.09,5.05,70.83,3.44,0
7.64,209.86,218.86,9.53,333.78,337.63,8.86,63.65,3.76,0
7.73,169.05,383.56,6.03,297.33,525.88,16.07,74.91,5.16,0
6.27,154.68,230.5,6.83,290.7,421.22,13.88,65.89,3.39,0
7.37,155.64,192.83,5.44,399.94,391.32,18.15,63.7,3.82,0
7.08,241.18,256.96,5.69,333.9,386.3,14.53,33.92,4.14,0
6.32,165.82,204.82,7.61,354.29,422.34,14.79,46.04,2.73,0
7.29,205.21,261.16,5.14,357.79,402.87,7.96,63.7,4.7,0
6.36,164.62,175.39,8.35,345.14,430.96,15.33,47.02,3.42,0
7.97,160.22,294.78,2.46,324.06,371.21,18.69,54.28,4.07,0
4.94,267.53,118.7,8.88,333.78,417.41,15.25,22.75,5.07,0
7.7,220.57,294.32,6.36,322.75,444.96,13.03,77.83,3.79,0
6.05,228.2,102.16,5.98,306.8,441.5,17.23,65.34,4.89,0
4.22,120.56,343.7,7.96,411.58,436.77,14.4,64.6,4.28,0
8.55,255.32,310.57,3.62,333.78,426.88,13.78,34.45,5.04,0
7.75,182.06,136.56,6.82,337.75,328.22,15.23,92.26,4.73,0
5.59,220.82,87.3,8.32,300.22,412.71,6.48,80.64,3.17,0
8.65,178.59,185.04,7.24,356.26,329.5,15.28,83.78,3.08,0
7.9,187.7,322.11,5.0,320.53,400.15,19.87,46.91,4.45,0
5.95,136.89,281.06,7.33,389.81,423.96,15.37,68.97,4.77,0
8.04,201.81,118.62,7.2,300.4,420.55,7.17,90.76,3.22,0
4.31,191.12,127.71,8.23,284.95,499.85,13.5,76.44,3.92,0
6.71,209.78,147.94,7.81,333.78,553.64,8.03,78.24,3.17,0
5.85,186.81,197.91,6.62,333.78,489.8,19.67,65.04,3.76,0
8.82,175.75,231.73,6.73,367.15,552.07,7.73,91.44,3.86,0
7.08,171.43,392.08,4.71,354.44,381.69,20.21,97.42,2.81,0
7.08,193.58,196.71,7.57,342.67,322.74,18.51,77.71,3.48,0
7.48,246.18,271.1,9.79,341.16,339.73,16.22,77.6,3.48,0
7.69,155.19,365.78,7.69,405.17,536.89,16.21,77.58,4.04,0
7.37,176.34,166.64,8.06,333.78,354.76,10.68,37.36,3.82,0
8.93,188.05,221.4,4.25,376.33,438.52,8.6,92.83,5.47,0
5.62,221.65,111.24,8.81,314.87,326.35,19.31,84.38,3.44,0
6.45,201.6,276.83,5.66,316.11,573.03,14.64,66.4,5.24,0
7.57,205.4,308.24,7.82,354.18,395.3,12.1,63.77,3.28,0
6.12,240.98,157.66,10.09,339.4,407.32,21.31,63.07,3.72,0
7.6,188.37,328.69,6.75,365.21,326.63,13.88,73.44,3.5,0
7.08,279.23,113.8,8.59,314.16,467.63,10.88,68.98,3.26,0
7.13,165.91,189.7,7.69,333.78,510.98,16.43,47.14,4.71,0
7.4,258.02,185.35,5.5,339.84,354.67,14.98,73.01,3.8,0
7.0,168.95,205.19,10.14,333.78,457.65,9.81,56.92,3.35,0
5.35,238.51,103.15,7.82,281.77,496.35,12.62,87.34,2.36,0
6.19,174.8,221.99,7.61,333.78,479.09,13.74,51.5,5.21,0
6.07,161.53,267.64,6.24,333.78,485.87,18.78,81.95,4.7,0
7.1,196.73,302.35,5.98,308.2,453.95,16.06,31.56,4.86,0
7.08,189.76,167.37,7.03,333.78,410.48,14.55,60.14,3.09,0
3.93,191.67,173.28,7.69,306.48,406.09,9.58,45.48,5.06,0
6.35,244.85,138.59,9.18,333.78,403.56,12.52,59.05,4.16,0
6.0,219.72,193.46,6.03,264.29,497.48,16.38,46.3,5.05,0
8.9,208.11,179.15,4.79,334.57,381.16,14.4,48.3,3.93,0
7.38,194.87,287.68,5.07,349.99,495.04,14.25,77.09,5.13,0
8.98,184.31,249.67,6.26,335.22,485.58,8.28,63.94,4.26,0
8.53,216.45,302.68,6.3,330.98,436.16,11.9,55.92,2.38,0
7.21,176.64,347.27,5.16,287.71,332.2,10.33,77.26,3.5,0
7.08,184.67,143.68,8.13,334.75,472.33,16.07,73.71,4.58,0
8.9,107.38,276.23,6.16,460.11,444.93,14.0,78.35,4.75,0
6.58,219.18,219.62,6.99,348.9,341.21,15.18,68.98,3.67,0
7.08,204.24,146.65,8.58,360.39,359.62,15.16,58.95,4.38,0
7.08,160.6,491.25,6.34,409.5,327.92,14.41,64.64,3.29,0
5.99,275.89,212.29,8.94,333.78,354.11,11.78,92.23,5.05,0
6.84,166.68,282.64,7.12,318.79,532.18,21.47,78.23,5.09,0
7.08,157.83,217.16,5.41,333.78,479.0,18.93,80.2,3.83,0
7.15,181.43,332.67,8.38,373.2,485.11,15.47,52.81,4.78,0
7.08,237.71,218.63,8.96,318.17,434.39,11.67,59.78,3.94,0
7.51,172.5,183.29,6.91,351.42,377.08,10.68,68.85,3.7,0
8.0,214.82,205.76,6.19,312.01,513.54,17.7,70.29,4.82,0
5.17,234.33,117.47,6.96,314.99,407.1,13.77,36.18,3.69,0
7.08,191.15,231.72,7.13,290.71,365.14,12.68,69.07,4.02,0
6.48,180.96,281.66,7.16,371.41,370.29,16.94,66.4,3.09,0
7.81,258.89,209.12,6.36,289.14,421.13,9.63,71.7,4.55,0
7.44,242.73,201.86,6.12,306.17,413.66,10.26,64.53,3.87,0
7.95,178.07,186.77,5.7,368.22,356.29,18.64,61.46,2.86,0
6.4,243.72,122.79,6.79,333.78,489.45,17.64,66.4,4.19,0
7.08,208.37,224.44,5.4,338.06,540.9,9.98,84.57,3.59,0
8.06,191.28,292.98,6.13,356.65,278.5,12.61,65.51,3.13,0
7.08,149.84,202.84,10.01,383.11,355.18,17.0,53.8,2.03,0
7.08,220.99,264.93,4.95,333.78,388.97,21.09,70.27,4.88,0
9.5,124.48,336.81,4.81,427.18,530.22,19.97,49.81,5.24,0
7.98,121.07,407.1,5.8,445.36,338.51,12.82,59.27,4.57,0
6.26,270.47,85.72,9.92,286.33,490.94,12.93,22.22,4.75,0
6.96,219.24,202.16,7.05,306.65,431.37,17.43,56.44,4.59,0
9.66,131.71,243.88,4.23,333.78,428.91,18.14,65.36,5.27,0
6.73,197.77,338.21,7.4,353.18,321.36,19.34,85.37,3.89,0
4.89,272.92,154.97,6.99,266.56,569.58,17.3,79.6,3.08,0
9.61,156.93,339.54,4.64,333.78,485.38,11.05,66.4,4.96,0
8.52,128.26,320.18,6.06,458.44,554.14,15.98,87.47,4.15,0
6.95,201.81,217.1,6.12,352.3,417.18,19.68,49.24,4.0,0
6.02,170.73,109.25,8.2,305.8,508.85,12.24,62.97,3.67,0
9.01,167.92,348.65,3.14,400.69,385.41,16.57,50.53,4.27,0
7.95,277.12,242.44,7.56,273.38,306.84,11.8,70.02,3.04,0
7.71,189.8,329.11,5.76,367.76,397.85,15.24,66.4,4.14,0
6.08,209.06,101.2,9.41,333.78,410.51,8.0,101.16,4.01,0
8.15,191.38,205.07,5.48,333.78,445.93,9.42,57.36,5.18,0
8.14,210.38,254.33,8.39,385.24,321.87,11.48,85.3,4.14,0
7.7,211.34,128.62,9.25,347.63,598.66,10.54,91.12,4.73,0
7.08,149.04,276.88,8.66,284.95,288.52,15.74,62.76,3.77,0
9.25,168.04,502.79,5.91,415.45,400.0,11.95,62.26,3.3,0
6.05,177.44,286.34,8.17,333.78,386.66,15.51,30.56,2.59,0
6.15,171.13,249.78,8.22,323.82,406.09,10.88,65.71,4.4,0
9.07,184.92,216.34,7.43,394.2,339.36,6.66,66.4,3.84,0
7.44,167.33,319.36,7.9,333.78,398.57,14.82,69.25,4.5,0
7.08,259.67,119.5,9.44,279.0,469.29,11.75,74.0,3.46,0
7.13,275.68,94.81,8.42,295.62,383.46,18.32,94.42,1.99,0
6.79,165.79,177.83,4.97,307.75,370.6,15.14,96.6,4.04,0
7.08,230.43,149.17,9.62,333.78,379.17,28.3,79.63,3.86,0
8.89,171.84,191.13,6.5,404.1,399.67,17.62,76.83,2.99,0
9.48,149.56,325.68,5.33,333.78,436.2,13.93,71.83,4.7,0
7.08,168.96,210.3,5.56,404.34,440.95,12.35,72.03,4.69,0
7.18,225.12,50.98,6.08,361.63,294.99,5.54,81.45,4.01,0
6.16,155.84,259.38,8.16,298.19,533.29,14.36,68.12,4.77,0
6.47,236.69,76.56,9.84,214.46,356.35,14.41,54.64,2.86,0
7.08,162.94,249.17,6.37,388.31,494.29,14.3,84.8,4.3,0
7.49,177.35,247.86,8.61,369.21,387.87,14.15,48.97,3.47,0
7.32,184.14,210.44,6.84,327.26,379.49,8.34,90.31,4.9,0
7.08,253.66,135.68,9.23,256.09,554.57,13.71,97.71,3.07,0
6.53,138.01,191.75,7.35,333.78,490.64,16.34,66.4,3.18,0
6.93,156.84,357.94,7.29,384.65,398.65,17.86,72.24,4.25,0
7.77,194.73,138.3,5.6,333.78,321.91,18.87,66.4,3.91,0
8.11,173.66,272.78,6.64,354.04,330.21,16.26,66.4,4.65,0
6.31,220.97,224.19,7.15,283.98,350.91,19.86,61.84,4.62,0
7.08,165.74,229.0,5.74,379.37,473.8,13.08,63.04,4.07,0
6.61,216.43,179.64,7.73,346.29,466.1,11.47,41.25,3.59,0
6.63,232.74,98.1,8.34,302.33,458.37,13.3,65.32,3.44,0
7.08,247.16,189.4,7.09,305.04,419.45,12.76,60.32,4.29,0
5.72,197.1,126.42,8.7,287.01,345.08,17.27,58.41,4.08,0
7.74,182.54,197.14,8.85,382.34,489.05,8.87,57.88,3.54,0
6.28,148.19,229.17,5.04,333.78,474.62,9.6,61.84,3.62,0
8.01,116.73,450.41,5.17,333.78,367.69,13.43,87.38,2.4,0
6.51,185.34,262.63,6.74,289.01,410.1,12.92,83.65,3.73,0
6.23,227.56,221.95,9.46,333.78,351.18,13.04,63.16,3.89,0
7.28,194.88,182.7,6.12,344.88,402.66,15.46,76.99,4.93,0
6.04,211.58,301.92,7.71,329.17,431.1,10.62,66.4,5.13,0
6.64,205.23,205.11,5.91,313.35,455.69,16.02,52.15,3.71,0
5.15,186.56,186.56,7.02,333.78,379.54,17.6,58.83,4.15,0
6.11,166.64,213.2,7.68,311.25,340.63,13.62,95.49,6.06,0
7.83,182.47,191.31,6.8,340.28,433.46,10.79,75.9,3.81,0
6.98,200.47,308.63,6.2,391.67,422.49,9.07,48.25,5.44,0
8.55,217.8,390.31,6.99,373.75,340.57,19.08,53.86,2.94,0
6.45,275.75,86.08,7.7,272.2,384.38,16.08,54.4,3.72,0
7.39,173.53,201.86,9.12,384.12,310.07,23.32,81.13,3.78,0
8.36,218.14,287.22,5.54,310.29,471.55,10.64,49.77,3.72,0
7.62,113.5,372.79,6.36,377.88,285.35,17.03,48.93,3.78,0
5.4,258.9,101.68,9.65,248.71,396.91,15.51,65.81,4.0,0
7.08,137.01,242.82,5.71,433.63,342.73,9.11,88.33,5.55,0
7.08,233.85,324.97,6.64,347.99,424.65,13.03,55.98,4.3,0
7.16,238.33,136.81,9.27,284.41,478.77,16.84,74.38,3.91,0
6.85,149.85,162.03,5.73,375.72,350.34,11.72,75.5,4.94,0
7.31,244.84,222.78,7.72,369.04,477.24,12.48,60.81,3.71,0
9.31,133.14,419.83,6.63,417.25,267.8,10.37,75.44,4.49,0
7.08,216.27,269.64,6.38,418.49,573.16,19.89,50.17,4.5,0
7.08,250.62,307.98,6.38,333.78,338.81,17.51,74.73,3.37,0
6.19,249.53,126.82,6.25,263.27,274.76,14.35,57.62,3.55,0
7.08,240.98,114.29,5.52,267.68,323.16,8.67,88.68,3.8,0
7.97,151.54,252.75,7.11,352.32,527.69,15.79,52.27,3.39,0
9.26,160.43,196.08,3.99,416.7,427.79,14.99,95.8,3.18,0
7.75,193.45,190.19,8.11,377.99,597.49,8.94,45.72,3.76,0
9.39,252.74,131.5,7.17,333.78,368.83,14.4,50.78,3.05,0
8.18,201.55,218.57,5.24,320.26,464.8,15.63,61.65,4.11,0
8.34,168.47,309.69,5.45,333.78,302.42,14.53,41.39,3.45,0
7.08,207.43,119.63,7.66,325.63,502.05,17.01,64.5,2.81,0
7.19,151.31,237.81,9.21,403.79,465.13,16.88,77.52,4.27,0
8.61,235.94,208.62,7.62,378.76,418.7,13.61,66.4,3.95,0
7.79,257.66,173.98,8.27,251.38,439.7,9.56,54.24,3.39,0
3.88,177.71,219.37,7.37,299.24,447.3,12.45,63.16,4.93,0
7.08,164.32,252.37,4.37,350.58,413.69,15.42,45.98,3.72,0
3.98,160.82,144.34,8.41,311.3,414.33,20.77,78.27,3.75,0
5.96,241.03,221.68,6.21,333.78,486.52,13.17,64.72,4.7,0
7.53,185.51,244.55,5.79,333.78,393.97,15.07,74.78,3.81,0
7.23,231.56,166.21,6.07,333.78,475.82,8.69,35.83,3.68,0
7.08,202.81,119.0,8.95,367.53,379.56,13.59,58.82,3.15,0
7.08,115.39,460.77,5.29,437.59,422.02,10.81,53.62,4.21,0
7.48,117.06,283.58,4.7,414.86,472.06,18.34,76.34,3.71,0
4.48,236.28,268.43,4.84,207.89,456.98,16.23,74.04,4.33,0
7.08,207.39,251.1,6.33,345.59,420.22,22.35,92.33,2.74,0
7.08,162.26,287.91,7.62,377.72,364.27,14.21,99.12,4.48,0
6.31,124.85,311.15,5.71,333.78,396.67,18.42,73.1,4.36,0
7.08,233.69,173.18,8.95,264.92,311.97,10.75,108.59,4.24,0
8.82,216.43,271.09,7.32,333.78,384.02,15.96,78.83,4.42,0
6.92,185.82,146.83,9.89,341.07,560.79,22.47,64.4,2.88,0
7.08,169.67,255.41,5.46,393.26,359.78,16.82,60.38,3.61,0
6.9,110.87,329.81,2.62,368.39,417.25,12.12,33.5,5.06,0
6.55,176.01,383.68,7.42,278.09,291.12,19.42,81.37,5.93,0
6.58,217.54,244.81,5.84,310.63,476.46,11.43,48.55,3.51,0
7.86,218.15,230.46,7.43,349.92,414.37,14.79,72.61,3.59,0
6.14,151.78,205.62,8.49,384.16,363.62,13.71,96.58,4.7,0
6.95,168.88,175.4,6.41,387.3,372.02,15.2,74.01,2.6,0
6.2,214.85,294.26,8.03,369.73,319.77,10.25,65.31,3.49,0
7.08,240.13,380.97,5.4,333.78,359.58,13.51,72.77,3.21,0
8.37,179.52,220.23,5.22,339.49,396.7,13.7,110.43,2.79,0
7.08,205.3,121.9,7.04,313.41,374.52,11.84,47.65,5.03,0
5.92,200.94,173.97,6.76,279.2,380.5,11.26,31.97,3.75,0
8.83,216.12,177.33,7.86,377.25,301.9,16.21,64.41,4.42,0
7.08,187.61,134.27,7.32,333.78,507.57,18.14,79.35,5.32,0
6.83,164.27,140.15,6.06,281.68,389.98,14.84,44.37,3.15,0
9.28,215.91,366.22,3.9,333.78,383.26,19.03,80.32,4.07,0
7.46,226.54,91.63,5.73,333.78,417.13,10.07,67.3,4.28,0
7.09,172.69,253.99,6.94,355.25,298.67,13.64,66.4,3.23,0
5.65,167.03,145.48,7.74,333.78,347.79,10.69,75.29,5.37,0
4.29,192.36,246.01,8.26,261.36,475.88,10.8,53.62,5.11,0
9.68,188.37,264.03,4.07,395.9,325.0,16.92,91.42,3.03,0
8.66,173.53,203.33,5.64,439.79,459.63,16.28,89.92,5.12,0
5.9,172.03,305.75,8.65,393.55,426.51,16.31,74.54,2.96,0
9.49,274.83,218.8,5.27,364.68,581.08,13.64,62.12,3.19,1
7.08,173.47,183.19,7.6,282.6,407.64,20.2,79.1,4.18,1
7.08,185.83,394.31,8.81,286.22,355.94,7.78,39.62,1.49,1
7.56,244.29,295.68,8.65,333.78,278.48,10.05,107.61,4.55,1
7.04,199.08,225.06,7.95,333.78,531.48,14.69,58.41,3.93,1
8.05,211.78,370.87,8.27,251.44,512.9,19.17,73.25,3.3,1
7.04,229.6,125.75,7.84,390.47,558.18,15.75,36.27,4.28,1
6.31,133.65,310.62,6.98,252.11,381.06,17.2,71.18,3.6,1
6.2,139.13,66.98,3.88,333.78,601.53,13.37,68.3,4.31,1
6.88,214.73,205.09,9.04,321.38,306.78,12.48,79.69,4.7,1
7.75,210.72,188.57,5.69,376.48,375.67,14.71,43.3,5.13,1
7.92,201.46,394.31,7.53,276.21,432.59,17.82,70.24,4.28,1
6.41,183.87,205.26,8.45,366.18,548.64,13.45,69.05,4.53,1
7.8,239.28,278.49,6.48,356.17,484.1,18.69,50.13,4.25,1
6.96,180.4,128.78,6.42,333.78,358.52,16.33,66.3,4.49,1
6.97,183.93,134.01,6.46,371.79,433.24,14.58,66.03,4.89,1
6.62,195.87,139.01,6.36,387.36,310.85,11.76,52.41,5.61,1
7.37,236.48,189.98,7.4,359.93,357.07,18.02,58.27,3.46,1
7.08,134.31,80.77,5.32,333.78,599.61,9.25,100.34,3.37,1
6.94,198.48,169.04,6.34,299.52,470.6,15.05,61.15,4.24,1
5.28,148.86,111.3,6.82,335.66,485.81,13.77,60.94,3.99,1
6.85,197.34,153.49,7.45,333.78,373.55,11.37,79.16,4.94,1
7.76,206.21,342.5,7.93,299.13,347.18,19.35,80.62,4.59,1
7.28,228.54,296.91,7.87,322.27,392.53,15.17,84.37,2.92,1
6.83,182.45,216.71,6.41,325.95,397.34,16.51,74.46,2.66,1
6.73,187.2,263.76,8.46,337.86,488.98,17.69,77.13,4.59,1
8.02,255.26,308.55,8.76,333.78,442.5,11.09,93.27,5.32,1
6.86,170.83,204.65,7.07,365.94,400.97,14.0,51.6,4.49,1
5.81,157.55,79.65,6.68,263.0,377.7,17.4,69.46,3.6,1
8.46,241.77,293.17,5.78,313.89,328.58,18.3,84.51,3.83,1
6.99,224.03,135.05,5.87,333.78,479.83,15.92,73.06,3.87,1
7.29,233.98,316.17,8.53,331.84,490.05,12.23,31.8,3.53,1
8.12,224.76,165.15,5.29,333.78,416.6,12.06,91.86,2.53,1
7.46,215.48,271.5,7.78,382.96,403.7,14.78,56.96,5.08,1
7.51,224.47,178.96,8.64,333.78,472.34,13.85,74.58,3.52,1
6.42,192.43,193.1,6.85,333.78,529.73,16.02,62.53,6.07,1
7.06,178.81,394.85,8.59,281.39,520.27,10.8,75.85,2.95,1
7.08,179.76,257.03,7.29,333.78,311.09,10.24,42.08,1.66,1
7.43,204.49,186.09,7.43,318.18,338.94,16.24,94.61,2.56,1
6.74,209.22,154.89,7.45,351.05,408.85,13.92,70.21,4.96,1
7.68,217.79,311.51,8.02,333.78,594.7,12.19,77.17,3.54,1
7.04,178.29,254.2,6.77,316.43,388.34,11.56,73.26,3.1,1
7.19,212.48,256.45,8.14,352.87,435.28,8.93,75.6,2.96,1
6.6,191.79,250.39,7.29,395.74,501.53,14.7,80.05,4.32,1
6.91,184.94,169.65,6.4,351.35,434.35,11.81,77.37,4.69,1
7.08,169.78,372.73,8.03,240.9,454.54,18.62,63.52,3.57,1
7.08,165.89,115.67,8.33,333.78,369.29,7.4,66.69,3.6,1
6.28,160.31,170.95,6.73,305.09,424.45,14.37,41.28,4.46,1
7.04,210.37,138.12,8.38,342.5,489.55,14.82,69.19,3.29,1
7.36,180.87,204.31,6.66,333.78,437.39,9.68,69.04,3.25,1
7.37,198.2,282.32,8.9,289.6,424.45,18.16,31.6,2.72,1
7.71,189.0,154.56,5.05,322.75,523.05,16.09,57.29,4.9,1
6.5,171.72,208.53,7.7,282.11,359.46,13.48,83.62,5.4,1
8.19,240.98,236.41,6.61,318.69,410.16,13.11,56.91,3.57,1
6.15,150.56,205.96,6.91,333.78,431.65,12.83,64.39,4.28,1
7.08,196.66,369.67,8.99,294.32,530.05,13.82,85.78,2.66,1
6.63,215.25,180.59,6.93,333.78,374.46,11.62,77.94,3.41,1
4.7,160.21,51.28,8.28,357.73,344.69,14.22,34.29,4.11,1
7.98,234.78,153.61,5.74,377.18,613.63,14.19,48.92,4.75,1
6.81,179.72,350.01,8.68,333.78,360.93,13.63,72.72,3.18,1
7.08,177.69,203.26,5.85,353.63,279.66,13.96,44.54,4.03,1
6.97,177.06,228.87,6.43,315.28,507.79,15.29,35.77,4.82,1
6.44,166.64,248.56,9.49,287.41,479.48,10.7,65.66,3.55,1
6.28,149.56,157.51,8.26,317.5,605.4,15.22,82.7,5.26,1
7.08,166.92,211.9,6.59,285.9,410.69,15.29,75.6,2.51,1
9.01,225.37,490.1,6.0,296.63,445.77,16.25,83.89,4.55,1
7.78,216.78,350.56,7.78,306.64,447.17,10.61,36.87,4.82,1
6.08,155.27,273.1,7.82,333.78,436.99,12.66,66.4,4.3,1
7.15,198.15,326.81,8.97,283.11,531.6,19.81,81.93,4.63,1
6.75,166.39,224.75,8.9,317.62,527.46,12.82,55.54,3.31,1
8.13,231.17,199.55,5.14,349.07,386.07,15.02,63.34,4.68,1
7.08,205.24,226.13,6.49,266.64,313.01,11.62,28.4,3.98,1
6.34,164.07,265.94,7.38,338.43,607.1,14.93,113.05,4.58,1
5.94,175.64,171.77,10.41,308.0,402.89,15.15,74.35,4.0,1
7.61,246.03,333.48,8.22,345.81,445.77,10.76,98.37,2.99,1
6.72,197.62,210.44,6.63,337.04,641.53,15.55,63.68,4.49,1
6.87,185.63,139.79,7.04,375.43,462.54,17.19,74.56,4.35,1
7.08,142.28,212.09,9.5,333.78,429.69,16.29,58.96,2.6,1
7.55,212.26,143.19,5.79,362.85,450.54,18.18,66.4,4.37,1
7.37,234.2,155.47,7.85,364.11,393.25,15.16,64.73,3.39,1
6.57,187.67,201.57,7.3,333.78,390.43,12.35,85.21,3.82,1
6.33,185.44,185.06,6.57,356.97,366.81,16.44,76.76,3.98,1
5.89,139.36,110.06,5.31,339.33,446.49,10.57,89.69,3.31,1
7.92,197.36,228.99,8.28,295.35,358.1,12.96,71.69,3.39,1
6.55,194.28,74.13,5.84,354.82,361.04,11.67,57.32,4.42,1
6.8,224.0,171.96,7.11,374.31,344.72,15.46,60.15,4.85,1
7.08,203.05,201.06,8.68,351.34,346.03,11.56,62.95,4.7,1
7.18,206.29,257.95,7.79,321.28,485.25,15.57,49.15,4.74,1
7.09,206.68,218.23,5.89,333.78,387.62,17.68,55.02,3.93,1
7.2,147.71,373.09,5.68,279.16,395.98,13.33,63.63,3.88,1
7.78,215.53,388.95,7.76,342.26,349.43,6.12,65.83,5.43,1
7.08,209.75,202.14,6.05,323.79,539.46,20.28,72.74,4.26,1
7.05,128.48,305.7,4.45,281.72,348.26,15.14,58.16,2.87,1
7.08,199.85,126.35,7.89,332.62,293.83,13.22,54.55,4.48,1
7.73,189.51,470.23,8.23,287.09,567.72,14.98,71.21,3.51,1
6.27,187.83,275.77,9.14,322.92,277.05,13.29,59.45,3.65,1
6.63,160.92,225.58,5.31,338.63,416.9,15.79,53.28,5.18,1
6.78,154.37,155.25,6.08,343.03,597.98,17.12,56.12,3.02,1
7.08,204.74,256.81,7.98,318.68,311.64,20.38,69.02,4.32,1
8.16,278.34,290.45,7.99,334.55,384.78,17.41,64.21,4.16,1
7.77,251.46,216.89,6.19,395.09,355.83,14.32,67.58,4.04,1
7.3,182.41,137.06,5.89,300.61,424.65,18.06,73.84,5.06,1
7.08,129.88,89.07,6.83,327.55,525.22,17.66,32.19,3.84,1
7.66,230.82,350.56,7.66,364.13,305.63,18.48,72.21,4.79,1
7.66,223.58,202.6,7.39,351.16,510.05,14.21,73.19,5.48,1
7.08,209.87,201.17,6.94,370.38,338.96,11.34,51.16,3.62,1
7.8,210.67,198.73,7.28,333.78,448.6,7.02,55.8,3.35,1
7.26,216.62,194.12,6.93,333.78,301.95,19.21,67.71,3.96,1
7.54,211.05,343.59,8.17,365.81,447.52,18.55,60.16,3.71,1
7.75,229.49,219.95,7.75,320.44,398.54,18.2,41.06,4.32,1
7.44,194.76,345.66,8.49,294.84,350.09,18.96,79.96,2.89,1
6.56,164.64,306.6,8.85,272.52,533.58,10.96,83.66,4.22,1
7.04,220.5,197.46,7.06,371.91,536.18,15.3,67.9,4.56,1
7.88,226.0,194.87,6.21,356.34,472.37,12.0,55.03,3.58,1
7.5,236.71,217.36,6.59,407.31,299.19,20.74,68.31,4.24,1
7.08,200.97,127.0,7.71,395.09,464.02,15.09,63.62,3.76,1
6.54,214.99,123.3,7.3,389.82,465.35,22.09,24.53,3.43,1
6.37,180.96,175.03,6.47,367.73,411.58,11.6,66.4,4.54,1
5.76,171.97,80.87,7.3,330.13,442.76,11.36,95.9,4.0,1
6.92,188.91,140.52,6.19,333.78,338.32,17.86,66.74,3.57,1
8.81,236.39,406.84,6.61,303.53,278.36,14.58,72.87,4.24,1
7.36,231.79,291.7,7.93,375.1,389.27,13.85,39.53,3.75,1
9.18,281.59,478.53,8.33,314.78,422.32,9.97,64.07,2.96,1
